booking_id,adults,children,babies,total_guests,is_family,country,customer_type
117,2,0.0,0,2.0,0,PRT,Contract
118,1,0.0,0,1.0,0,PRT,Transient
119,1,0.0,0,1.0,0,PRT,Transient
120,2,0.0,0,2.0,0,PRT,Transient
121,2,0.0,0,2.0,0,PRT,Transient
122,4,0.0,0,4.0,1,PRT,Transient
123,2,0.0,0,2.0,0,ESP,Transient
124,2,0.0,0,2.0,0,FRA,Transient-Party
125,2,0.0,0,2.0,0,PRT,Transient
126,2,0.0,0,2.0,0,FRA,Transient-Party
127,2,0.0,0,2.0,0,FRA,Transient-Party
128,2,0.0,0,2.0,0,ESP,Transient
129,2,0.0,0,2.0,0,PRT,Transient
130,2,0.0,0,2.0,0,ESP,Transient
131,1,0.0,0,1.0,0,DEU,Transient
132,1,0.0,0,1.0,0,PRT,Transient
133,2,0.0,0,2.0,0,PRT,Transient
134,1,0.0,0,1.0,0,DEU,Transient
135,2,0.0,0,2.0,0,PRT,Transient
136,3,0.0,0,3.0,1,PRT,Transient
137,2,0.0,0,2.0,0,FRA,Transient
138,2,0.0,0,2.0,0,ESP,Transient
139,2,1.0,0,3.0,1,CN,Transient
140,2,0.0,0,2.0,0,ESP,Transient
141,2,0.0,0,2.0,0,PRT,Transient
142,2,0.0,0,2.0,0,ESP,Transient
143,2,0.0,0,2.0,0,PRT,Transient
144,2,2.0,0,4.0,1,PRT,Transient
145,2,0.0,0,2.0,0,PRT,Transient
146,2,2.0,0,4.0,1,PRT,Transient
147,2,0.0,0,2.0,0,IRL,Transient
148,2,0.0,0,2.0,0,PRT,Transient
149,2,0.0,0,2.0,0,ESP,Transient
150,2,2.0,0,4.0,1,CHE,Transient
151,2,0.0,0,2.0,0,PRT,Transient
152,3,0.0,0,3.0,1,PRT,Transient
153,2,0.0,0,2.0,0,GBR,Contract
154,1,0.0,0,1.0,0,GBR,Contract
155,2,0.0,0,2.0,0,GBR,Contract
156,2,2.0,0,4.0,1,PRT,Transient
157,2,0.0,0,2.0,0,PRT,Transient
158,2,0.0,0,2.0,0,USA,Transient
159,3,0.0,0,3.0,1,CN,Transient
160,2,2.0,0,4.0,1,CHE,Transient
161,2,0.0,1,3.0,1,PRT,Transient
162,3,0.0,0,3.0,1,USA,Transient
163,2,0.0,0,2.0,0,PRT,Transient
164,1,0.0,0,1.0,0,PRT,Transient
165,2,1.0,0,3.0,1,PRT,Transient
166,2,0.0,0,2.0,0,PRT,Transient
167,2,0.0,0,2.0,0,USA,Transient
168,2,0.0,0,2.0,0,GRC,Transient
169,2,0.0,0,2.0,0,PRT,Transient
170,2,0.0,0,2.0,0,PRT,Transient
171,2,0.0,0,2.0,0,PRT,Transient
172,2,0.0,0,2.0,0,PRT,Transient
173,2,0.0,0,2.0,0,PRT,Transient
174,2,0.0,0,2.0,0,ESP,Transient
175,2,0.0,0,2.0,0,PRT,Transient
176,2,2.0,0,4.0,1,PRT,Transient
177,1,0.0,0,1.0,0,PRT,Transient
178,2,0.0,0,2.0,0,GBR,Contract
179,2,0.0,0,2.0,0,PRT,Transient
180,2,0.0,0,2.0,0,PRT,Transient
181,2,0.0,0,2.0,0,GBR,Transient
182,2,0.0,0,2.0,0,GBR,Transient
183,2,0.0,0,2.0,0,PRT,Transient
184,2,0.0,0,2.0,0,GBR,Contract
185,1,0.0,0,1.0,0,FRA,Transient
186,2,0.0,0,2.0,0,ITA,Contract
187,2,0.0,0,2.0,0,GBR,Contract
188,2,0.0,0,2.0,0,PRT,Transient
189,2,0.0,0,2.0,0,PRT,Transient
190,2,0.0,0,2.0,0,ESP,Transient
191,2,1.0,0,3.0,1,PRT,Transient
192,2,0.0,0,2.0,0,PRT,Transient
193,2,0.0,0,2.0,0,PRT,Transient
194,1,0.0,0,1.0,0,GBR,Transient
195,3,0.0,0,3.0,1,PRT,Transient
196,3,2.0,0,5.0,1,ESP,Transient
197,2,0.0,0,2.0,0,PRT,Transient
198,3,0.0,0,3.0,1,USA,Transient
199,2,0.0,0,2.0,0,NLD,Transient
200,2,0.0,0,2.0,0,PRT,Transient
201,2,0.0,0,2.0,0,PRT,Transient
202,2,0.0,0,2.0,0,IRL,Transient
203,2,0.0,0,2.0,0,PRT,Contract
204,2,0.0,0,2.0,0,IRL,Contract
205,2,0.0,0,2.0,0,GBR,Transient
206,2,0.0,0,2.0,0,PRT,Transient
207,2,0.0,0,2.0,0,ESP,Transient
208,2,0.0,0,2.0,0,PRT,Transient
209,2,0.0,0,2.0,0,ESP,Transient
210,2,0.0,0,2.0,0,PRT,Transient
211,2,0.0,0,2.0,0,PRT,Transient
212,1,0.0,0,1.0,0,PRT,Transient
213,2,0.0,0,2.0,0,PRT,Transient
214,2,0.0,0,2.0,0,CHE,Transient
215,2,0.0,0,2.0,0,PRT,Transient
216,2,0.0,0,2.0,0,PRT,Transient
217,2,1.0,0,3.0,1,PRT,Contract
218,2,0.0,0,2.0,0,GBR,Transient
219,2,0.0,0,2.0,0,GBR,Contract
220,2,0.0,0,2.0,0,PRT,Transient
221,3,0.0,0,3.0,1,IRL,Transient
222,3,0.0,0,3.0,1,DNK,Transient-Party
223,2,0.0,0,2.0,0,DNK,Transient-Party
224,2,2.0,0,4.0,1,PRT,Transient
225,3,0.0,0,3.0,1,ARG,Transient
226,2,2.0,0,4.0,1,PRT,Transient
227,2,0.0,0,2.0,0,PRT,Transient
228,2,2.0,0,4.0,1,PRT,Transient
229,2,2.0,0,4.0,1,PRT,Transient
230,2,0.0,1,3.0,1,PRT,Transient
231,2,0.0,0,2.0,0,PRT,Transient
232,2,0.0,0,2.0,0,PRT,Transient
233,1,0.0,0,1.0,0,RUS,Transient
234,2,0.0,0,2.0,0,SWE,Transient
235,2,0.0,0,2.0,0,POL,Transient
236,2,0.0,0,2.0,0,FRA,Transient
237,2,0.0,0,2.0,0,GBR,Contract
238,2,0.0,0,2.0,0,GBR,Contract
239,2,0.0,0,2.0,0,GBR,Contract
240,2,0.0,0,2.0,0,PRT,Transient
241,2,0.0,0,2.0,0,PRT,Transient
242,2,0.0,0,2.0,0,USA,Transient
243,2,0.0,0,2.0,0,PRT,Transient
244,2,0.0,0,2.0,0,PRT,Transient
245,2,0.0,0,2.0,0,PRT,Transient
246,2,0.0,0,2.0,0,PRT,Transient
247,2,0.0,0,2.0,0,PRT,Transient
248,2,1.0,0,3.0,1,PRT,Transient
249,2,0.0,0,2.0,0,PRT,Transient
250,2,0.0,0,2.0,0,GBR,Transient
251,2,0.0,0,2.0,0,AUS,Transient
252,2,0.0,0,2.0,0,GBR,Transient
253,2,0.0,0,2.0,0,PRT,Transient-Party
254,2,0.0,0,2.0,0,PRT,Transient
255,2,0.0,0,2.0,0,POL,Transient
256,2,0.0,2,4.0,1,PRT,Transient
257,2,2.0,0,4.0,1,EST,Transient
258,2,0.0,0,2.0,0,PRT,Transient
259,2,0.0,0,2.0,0,PRT,Transient
260,2,0.0,0,2.0,0,PRT,Transient
261,2,0.0,0,2.0,0,PRT,Transient
262,1,0.0,0,1.0,0,RUS,Transient
263,2,1.0,0,3.0,1,GBR,Transient
264,2,1.0,1,4.0,1,PRT,Transient
265,3,1.0,0,4.0,1,PRT,Transient
266,2,0.0,0,2.0,0,IRL,Transient
267,2,0.0,0,2.0,0,PRT,Transient
268,2,0.0,1,3.0,1,GBR,Transient
269,2,0.0,0,2.0,0,DNK,Transient
270,2,1.0,0,3.0,1,GBR,Transient
271,2,0.0,0,2.0,0,GBR,Transient
272,2,1.0,0,3.0,1,PRT,Transient
273,2,0.0,0,2.0,0,ESP,Transient
274,2,0.0,1,3.0,1,PRT,Transient
275,2,0.0,0,2.0,0,PRT,Transient
276,3,0.0,0,3.0,1,PRT,Transient
277,2,0.0,0,2.0,0,ESP,Transient
278,2,0.0,0,2.0,0,PRT,Transient
279,2,0.0,0,2.0,0,PRT,Transient
280,2,0.0,0,2.0,0,GBR,Transient
281,2,0.0,0,2.0,0,PRT,Transient
282,2,0.0,0,2.0,0,CZE,Transient
283,1,0.0,0,1.0,0,GBR,Transient
284,2,0.0,0,2.0,0,DEU,Transient
285,2,0.0,0,2.0,0,ESP,Transient
286,2,0.0,0,2.0,0,ESP,Transient
287,2,0.0,0,2.0,0,PRT,Transient
288,2,0.0,0,2.0,0,ESP,Transient
289,2,0.0,0,2.0,0,ROU,Transient
290,2,0.0,0,2.0,0,PRT,Transient
291,2,0.0,0,2.0,0,ESP,Transient
292,2,0.0,0,2.0,0,PRT,Transient
293,2,0.0,0,2.0,0,PRT,Transient
294,2,0.0,0,2.0,0,PRT,Transient
295,2,2.0,0,4.0,1,PRT,Transient
296,2,0.0,0,2.0,0,PRT,Transient
297,2,0.0,0,2.0,0,PRT,Transient
298,2,0.0,0,2.0,0,PRT,Transient
299,2,2.0,0,4.0,1,CN,Transient
300,2,0.0,0,2.0,0,PRT,Transient
301,2,1.0,0,3.0,1,PRT,Transient
302,2,0.0,0,2.0,0,PRT,Transient
303,2,0.0,0,2.0,0,GBR,Transient
304,2,0.0,0,2.0,0,BRA,Transient
305,2,0.0,0,2.0,0,PRT,Transient-Party
306,2,0.0,1,3.0,1,ESP,Transient
307,3,1.0,0,4.0,1,PRT,Transient
308,2,0.0,0,2.0,0,GBR,Contract
309,2,0.0,1,3.0,1,PRT,Transient-Party
310,2,0.0,0,2.0,0,PRT,Contract
311,2,0.0,0,2.0,0,GBR,Transient
312,2,0.0,0,2.0,0,PRT,Transient
313,2,0.0,0,2.0,0,GBR,Transient
314,2,0.0,0,2.0,0,ESP,Transient
315,2,0.0,0,2.0,0,PRT,Transient
316,2,0.0,0,2.0,0,FRA,Transient
317,2,0.0,0,2.0,0,PRT,Transient
318,2,0.0,0,2.0,0,GBR,Transient
319,2,0.0,0,2.0,0,GBR,Contract
320,2,10.0,0,12.0,1,PRT,Contract
321,2,0.0,0,2.0,0,GBR,Transient
322,2,0.0,0,2.0,0,PRT,Transient
323,2,2.0,0,4.0,1,BEL,Transient
324,2,0.0,0,2.0,0,ESP,Transient
325,2,0.0,0,2.0,0,FRA,Transient
326,2,0.0,0,2.0,0,ESP,Transient
327,2,0.0,0,2.0,0,BEL,Transient
328,2,0.0,0,2.0,0,ITA,Contract
329,2,0.0,0,2.0,0,ESP,Transient
330,2,0.0,0,2.0,0,PRT,Transient
331,2,0.0,0,2.0,0,FRA,Transient
332,2,0.0,1,3.0,1,FIN,Transient
333,2,2.0,0,4.0,1,CN,Transient
334,2,0.0,0,2.0,0,ESP,Contract
335,2,0.0,0,2.0,0,PRT,Transient
336,2,2.0,0,4.0,1,IRL,Transient
337,2,0.0,0,2.0,0,ESP,Transient
338,2,0.0,0,2.0,0,ESP,Transient
339,2,0.0,1,3.0,1,PRT,Transient-Party
340,2,0.0,0,2.0,0,PRT,Transient
341,2,0.0,0,2.0,0,GBR,Transient
342,2,0.0,0,2.0,0,ESP,Transient-Party
343,2,0.0,0,2.0,0,ESP,Transient
344,2,0.0,0,2.0,0,AUS,Transient
345,4,0.0,0,4.0,1,PRT,Transient
346,2,0.0,0,2.0,0,ESP,Transient
347,2,0.0,0,2.0,0,ESP,Transient
348,2,0.0,0,2.0,0,PRT,Transient
349,2,0.0,0,2.0,0,USA,Transient
350,2,0.0,0,2.0,0,PRT,Transient
351,2,0.0,0,2.0,0,ESP,Transient
352,2,0.0,0,2.0,0,PRT,Transient
353,2,0.0,0,2.0,0,ESP,Transient
354,1,0.0,0,1.0,0,PRT,Transient
355,2,0.0,0,2.0,0,PRT,Transient
356,2,0.0,0,2.0,0,PRT,Transient
357,2,0.0,0,2.0,0,ESP,Transient
358,2,0.0,0,2.0,0,PRT,Contract
359,2,0.0,0,2.0,0,PRT,Transient
360,2,0.0,0,2.0,0,PRT,Transient
361,2,0.0,0,2.0,0,PRT,Transient
362,2,0.0,0,2.0,0,PRT,Transient
363,3,0.0,0,3.0,1,PRT,Transient
364,2,0.0,0,2.0,0,PRT,Transient
365,2,0.0,0,2.0,0,PRT,Transient
366,1,0.0,0,1.0,0,PRT,Transient
367,2,0.0,0,2.0,0,FRA,Transient
368,2,0.0,0,2.0,0,PRT,Transient-Party
369,2,0.0,0,2.0,0,PRT,Transient
370,2,1.0,0,3.0,1,ESP,Transient
371,2,0.0,0,2.0,0,PRT,Transient
372,2,0.0,0,2.0,0,ROU,Transient
373,2,0.0,0,2.0,0,ESP,Transient
374,2,0.0,0,2.0,0,FIN,Contract
375,2,0.0,0,2.0,0,GBR,Transient
376,2,0.0,0,2.0,0,PRT,Transient
377,1,0.0,0,1.0,0,PRT,Transient
378,2,0.0,0,2.0,0,PRT,Transient
379,2,0.0,0,2.0,0,PRT,Transient
380,2,0.0,0,2.0,0,PRT,Transient
381,2,0.0,0,2.0,0,ESP,Transient
382,2,0.0,0,2.0,0,POL,Transient
383,2,0.0,0,2.0,0,PRT,Transient
384,2,0.0,0,2.0,0,PRT,Transient-Party
385,2,1.0,0,3.0,1,PRT,Transient-Party
386,2,2.0,0,4.0,1,PRT,Transient
387,1,0.0,0,1.0,0,PRT,Transient
388,2,0.0,0,2.0,0,ESP,Transient
389,2,0.0,0,2.0,0,ESP,Transient
390,2,0.0,0,2.0,0,PRT,Transient
391,2,0.0,0,2.0,0,PRT,Transient
392,2,0.0,0,2.0,0,IRL,Transient
393,2,0.0,0,2.0,0,IRL,Transient
394,2,0.0,0,2.0,0,SWE,Transient
395,2,0.0,0,2.0,0,SWE,Transient
396,3,0.0,0,3.0,1,PRT,Transient
397,1,0.0,0,1.0,0,PRT,Transient
398,2,0.0,0,2.0,0,PRT,Transient
399,2,0.0,0,2.0,0,PRT,Transient
400,2,0.0,0,2.0,0,POL,Transient
401,2,0.0,0,2.0,0,PRT,Transient
402,2,2.0,0,4.0,1,GBR,Transient
403,2,0.0,0,2.0,0,PRT,Transient-Party
404,2,0.0,0,2.0,0,PRT,Transient-Party
405,2,0.0,0,2.0,0,PRT,Transient
406,2,2.0,0,4.0,1,GBR,Transient
407,2,0.0,0,2.0,0,PRT,Transient
408,1,0.0,0,1.0,0,PRT,Transient-Party
409,2,0.0,0,2.0,0,PRT,Transient-Party
410,2,0.0,0,2.0,0,PRT,Transient-Party
411,3,0.0,0,3.0,1,PRT,Transient-Party
412,1,0.0,0,1.0,0,PRT,Transient-Party
413,1,0.0,0,1.0,0,PRT,Transient-Party
414,2,2.0,0,4.0,1,PRT,Transient
415,2,0.0,0,2.0,0,DNK,Transient
416,2,0.0,0,2.0,0,FIN,Transient
417,1,0.0,0,1.0,0,PRT,Transient
418,2,0.0,0,2.0,0,PRT,Transient
419,2,2.0,0,4.0,1,USA,Transient
420,2,2.0,0,4.0,1,PRT,Transient
421,2,0.0,0,2.0,0,PRT,Transient
422,2,1.0,0,3.0,1,PRT,Transient
423,2,0.0,0,2.0,0,DNK,Transient
424,2,0.0,0,2.0,0,ESP,Transient
425,2,0.0,0,2.0,0,PRT,Transient
426,2,0.0,0,2.0,0,PRT,Transient
427,2,0.0,0,2.0,0,PRT,Transient
428,2,0.0,0,2.0,0,ESP,Transient
429,2,0.0,0,2.0,0,IRL,Transient-Party
430,2,0.0,0,2.0,0,PRT,Transient
431,1,0.0,0,1.0,0,IRL,Transient-Party
432,2,0.0,0,2.0,0,PRT,Transient
433,2,0.0,0,2.0,0,PRT,Transient
434,2,0.0,0,2.0,0,PRT,Transient
435,2,0.0,0,2.0,0,PRT,Transient
436,2,0.0,0,2.0,0,GBR,Contract
437,2,0.0,0,2.0,0,PRT,Transient
438,1,0.0,0,1.0,0,PRT,Transient
439,2,0.0,0,2.0,0,PRT,Transient
440,2,0.0,0,2.0,0,PRT,Transient
441,2,0.0,0,2.0,0,PRT,Transient
442,2,0.0,0,2.0,0,PRT,Transient
443,2,0.0,0,2.0,0,PRT,Transient
444,2,0.0,0,2.0,0,PRT,Transient
445,2,0.0,0,2.0,0,PRT,Transient
446,2,0.0,0,2.0,0,ESP,Transient
447,2,0.0,0,2.0,0,PRT,Transient
448,2,0.0,0,2.0,0,PRT,Transient
449,2,0.0,0,2.0,0,ESP,Transient
450,2,0.0,0,2.0,0,PRT,Transient
451,2,0.0,0,2.0,0,PRT,Transient
452,1,0.0,0,1.0,0,PRT,Transient
453,2,0.0,0,2.0,0,PRT,Transient
454,2,0.0,0,2.0,0,PRT,Transient-Party
455,2,1.0,0,3.0,1,PRT,Transient-Party
456,2,0.0,0,2.0,0,ESP,Transient
457,1,0.0,0,1.0,0,PRT,Transient-Party
458,1,0.0,0,1.0,0,PRT,Transient-Party
459,2,0.0,0,2.0,0,PRT,Transient-Party
460,3,1.0,0,4.0,1,PRT,Transient
461,2,0.0,0,2.0,0,PRT,Transient
462,2,2.0,0,4.0,1,ESP,Transient
463,2,0.0,0,2.0,0,IRL,Transient
464,2,2.0,0,4.0,1,PRT,Transient
465,2,0.0,0,2.0,0,PRT,Transient
466,2,0.0,0,2.0,0,PRT,Transient
467,2,0.0,0,2.0,0,GBR,Transient
468,2,0.0,0,2.0,0,ESP,Transient
469,2,0.0,0,2.0,0,ESP,Transient
470,3,0.0,0,3.0,1,FRA,Transient
471,2,0.0,0,2.0,0,ESP,Transient
472,2,0.0,0,2.0,0,MOZ,Transient
473,2,1.0,0,3.0,1,BWA,Transient
474,2,1.0,0,3.0,1,PRT,Transient
475,2,0.0,0,2.0,0,GBR,Contract
476,2,0.0,0,2.0,0,ESP,Transient
477,2,0.0,0,2.0,0,DEU,Transient
478,2,0.0,0,2.0,0,PRT,Transient
479,2,0.0,0,2.0,0,IRL,Transient
480,2,0.0,0,2.0,0,GBR,Transient
481,2,0.0,0,2.0,0,PRT,Transient
482,2,1.0,0,3.0,1,MOZ,Transient
483,2,0.0,0,2.0,0,ESP,Transient
484,3,0.0,0,3.0,1,PRT,Transient
485,2,0.0,0,2.0,0,ESP,Transient
486,2,0.0,0,2.0,0,PRT,Transient
487,2,1.0,0,3.0,1,LUX,Transient
488,2,2.0,0,4.0,1,PRT,Transient
489,2,0.0,0,2.0,0,PRT,Transient
490,2,0.0,0,2.0,0,PRT,Transient
491,2,0.0,0,2.0,0,PRT,Transient
492,2,0.0,0,2.0,0,PRT,Transient
493,2,0.0,0,2.0,0,PRT,Transient
494,2,0.0,1,3.0,1,PRT,Transient
495,2,2.0,0,4.0,1,PRT,Transient
496,2,0.0,0,2.0,0,PRT,Contract
497,2,0.0,0,2.0,0,GBR,Transient
498,2,1.0,1,4.0,1,PRT,Transient
499,2,0.0,0,2.0,0,PRT,Transient
500,2,2.0,0,4.0,1,PRT,Transient
501,1,2.0,0,3.0,1,PRT,Transient
502,1,0.0,0,1.0,0,CN,Transient
503,2,1.0,0,3.0,1,PRT,Transient
504,2,0.0,0,2.0,0,ESP,Transient
505,2,0.0,0,2.0,0,PRT,Transient
506,2,0.0,0,2.0,0,PRT,Transient
507,2,0.0,0,2.0,0,PRT,Transient
508,2,0.0,0,2.0,0,PRT,Transient
509,2,0.0,0,2.0,0,ESP,Transient
510,2,0.0,0,2.0,0,PRT,Transient
511,2,0.0,0,2.0,0,IRL,Transient
512,2,0.0,0,2.0,0,PRT,Transient
513,2,0.0,0,2.0,0,PRT,Group
514,2,0.0,0,2.0,0,NLD,Transient
515,2,0.0,0,2.0,0,PRT,Group
516,2,0.0,0,2.0,0,PRT,Transient
517,2,0.0,0,2.0,0,PRT,Transient
518,2,0.0,0,2.0,0,PRT,Transient
519,2,0.0,0,2.0,0,PRT,Transient
520,2,0.0,0,2.0,0,PRT,Transient
521,2,0.0,0,2.0,0,PRT,Transient
522,1,0.0,0,1.0,0,PRT,Transient
523,2,0.0,0,2.0,0,PRT,Transient
524,2,2.0,0,4.0,1,ESP,Transient
525,2,0.0,0,2.0,0,PRT,Transient
526,2,0.0,0,2.0,0,GBR,Contract
527,2,0.0,0,2.0,0,RUS,Transient
528,2,0.0,0,2.0,0,PRT,Transient
529,2,0.0,0,2.0,0,IRL,Transient
530,2,1.0,0,3.0,1,PRT,Transient
531,2,2.0,0,4.0,1,PRT,Transient
532,2,0.0,0,2.0,0,PRT,Transient
533,2,0.0,0,2.0,0,IRL,Transient
534,2,2.0,0,4.0,1,PRT,Transient
535,2,0.0,0,2.0,0,GBR,Contract
536,2,0.0,0,2.0,0,GBR,Transient
537,2,0.0,1,3.0,1,ESP,Transient
538,1,0.0,0,1.0,0,PRT,Transient
539,2,2.0,0,4.0,1,PRT,Transient
540,1,0.0,0,1.0,0,PRT,Transient
541,2,0.0,0,2.0,0,PRT,Transient
542,2,0.0,1,3.0,1,PRT,Transient
543,2,0.0,0,2.0,0,PRT,Transient
544,2,0.0,0,2.0,0,POL,Transient
545,2,0.0,0,2.0,0,PRT,Transient
546,2,0.0,0,2.0,0,PRT,Transient
547,2,0.0,0,2.0,0,NOR,Transient
548,2,2.0,0,4.0,1,PRT,Transient
549,2,0.0,0,2.0,0,ESP,Transient
550,2,0.0,0,2.0,0,PRT,Transient
551,2,2.0,0,4.0,1,PRT,Transient
552,2,0.0,0,2.0,0,PRT,Transient
553,2,0.0,0,2.0,0,PRT,Transient
554,2,0.0,0,2.0,0,GBR,Transient
555,2,1.0,0,3.0,1,PRT,Transient
556,2,2.0,0,4.0,1,GBR,Transient
557,2,0.0,1,3.0,1,PRT,Transient
558,2,0.0,0,2.0,0,ESP,Transient
559,2,0.0,0,2.0,0,ESP,Transient
560,2,1.0,0,3.0,1,PRT,Transient
561,2,0.0,0,2.0,0,PRT,Transient
562,2,1.0,0,3.0,1,PRT,Transient
563,2,0.0,0,2.0,0,PRT,Transient
564,2,0.0,0,2.0,0,PRT,Transient
565,2,1.0,0,3.0,1,PRT,Transient
566,2,0.0,0,2.0,0,PRT,Transient
567,2,0.0,0,2.0,0,PRT,Transient
568,2,0.0,0,2.0,0,PRT,Transient
569,1,0.0,0,1.0,0,PRT,Transient
570,2,0.0,0,2.0,0,PRT,Transient
571,2,2.0,0,4.0,1,PRT,Transient
572,2,0.0,0,2.0,0,PRT,Transient
573,3,0.0,0,3.0,1,PRT,Transient
574,3,0.0,0,3.0,1,PRT,Transient
575,2,0.0,0,2.0,0,IRL,Transient
576,3,0.0,0,3.0,1,CHE,Transient
577,2,0.0,0,2.0,0,PRT,Transient
